2025-08-27T13:08:31-06:00 [INFO] sfc_api_production | Fetching minute data at 13:08:31 for 27-Aug-2025 13:07
2025-08-28T19:40:09-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=38": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:41:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=14.6944ms
2025-08-28T19:41:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:41:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=348.6µs
2025-08-28T19:41:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:41:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=12.2338ms
2025-08-28T19:41:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=39": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:42:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=13.2815ms
2025-08-28T19:42:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:42:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=1.1894ms
2025-08-28T19:42:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:42:08-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=25.9748ms
2025-08-28T19:42:08-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=40": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:43:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.9721ms
2025-08-28T19:43:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:43:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T19:43:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:43:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.3516ms
2025-08-28T19:43:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=41": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:44:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=14.6261ms
2025-08-28T19:44:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:44:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T19:44:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:44:10-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=15.1961ms
2025-08-28T19:44:10-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=42": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:45:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=12.4093ms
2025-08-28T19:45:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:45:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T19:45:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:45:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=47.041ms
2025-08-28T19:45:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=43": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:46:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=11.2292ms
2025-08-28T19:46:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:46:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=7.2499ms
2025-08-28T19:46:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:46:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.6663ms
2025-08-28T19:46:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=44": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:47:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.2154ms
2025-08-28T19:47:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:47:05-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=526.1µs
2025-08-28T19:47:05-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:47:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=8.6937ms
2025-08-28T19:47:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=45": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:48:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=17.9014ms
2025-08-28T19:48:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:48:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=0s
2025-08-28T19:48:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:48:12-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=9.3529ms
2025-08-28T19:48:12-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=46": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:49:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.3902ms
2025-08-28T19:49:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:49:06-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=7.674ms
2025-08-28T19:49:06-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:49:13-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=12.9981ms
2025-08-28T19:49:13-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=47": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:50:02-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=10.8172ms
2025-08-28T19:50:02-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:50:04-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=221.2µs
2025-08-28T19:50:04-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
2025-08-28T19:50:09-06:00 [INFO] sfc_api_production | HTTP GET error url=https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48 err=Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host duration=12.6505ms
2025-08-28T19:50:09-06:00 [INFO] sfc_api_production | Attempt failed: API request failed: request failed: Get "https://emdii-webtool.foxconn-na.com/api/getPPIDRecords?date=28-Aug-2025&hour=19&minute=48": dial tcp: lookup emdii-webtool.foxconn-na.com: no such host
